question_id,creation_date,year,title,body,label
48047134,1/1/2018,2018,Vim pymode throws &quot;invalid syntax&quot; error on async function definition,"<p>I'm currently developing some async python in vim and have <a href=""https://github.com/python-mode/python-mode"" rel=""nofollow noreferrer"">pymode</a> installed as a plugin. But I'm having an issue with file linting because the linter gets hung up on the first (and valid) <code>async</code> definition and won't lint the rest of the file. </p>

<pre class=""lang-py prettyprint-override""><code>@user_bp.get('/api/v1/user')
async def get_users(request): # `invalid syntax` error on 'async', linting stops here
    with scoped_session() as session:
        statement = User.__table__.select()
        users = [dict(user) for user in session.execute(statement)]

    return json(users)

# ... many lines of unlinted code
</code></pre>

<p>My vimrc has the language set to <code>python3</code> and syntax checker to <code>pep8</code>, but this still cant seem to shake the error.</p>

<pre><code>"" ~/.vim/ftplugin/python.vim

setlocal shiftwidth=4
setlocal tabstop=4
setlocal softtabstop=4
setlocal smarttab

"" PYMODE : enable
let g:pymode = 1
let g:pymode_python = 'python3'


"" PYMODE : disable the following
let g:pymode_virtualenv = 0
let g:pymode_folding = 0
let g:pymode_indent  = 0
let g:pymode_doc     = 0
let g:pymode_rope    = 0

"" PYMODE.Linting
let g:pymode_lint            = 1
let g:pymode_lint_write      = 1
let g:pymode_lint_unmodified = 0
let g:pymode_lint_checkers   = ['pep8']

"" PYMODE.Syntax
let g:pymode_syntax = 1
let g:pymode_syntax_all = 1
let g:pymode_syntax_print_as_function = 1
</code></pre>

<p>Any help on this would be great. Thanks!</p>

<p><a href=""https://i.stack.imgur.com/GNxcC.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/GNxcC.png"" alt=""Error Screenshot""></a></p>
",1
48047139,1/1/2018,2018,Can HotSpot optimize away redundant calls to pure methods without inlining them?,"<p><a href=""https://en.wikipedia.org/wiki/Pure_function"" rel=""noreferrer"">Pure methods</a> are those without side effects: their only effect is to return a value which is a function of their arguments.</p>

<p>Two calls to the same pure method with the same arguments will return the same value. So, given two calls to a pure method with identical arguments, can HotSpot optimize away the second call, simply re-using the value from the first call?</p>

<p>For example:</p>

<pre><code>int add(int x, int y) {
  return x + y;
}

int addTwice(int x, int y) {
  return add(x, y) + add(x, y);
}
</code></pre>

<p>If HotSpot doesn't inline <code>add</code> inside <code>addTwice</code> does it understand that <code>add</code> is <em>pure</em> and thus call <code>add</code> only once and double the return value?</p>

<p>Of course, such a trivial [mcve] isn't likely to be of direct interest, but similar situations can occur in practice due to inlining, divergent control flow, auto-generated code, etc.</p>
",0
48047140,1/1/2018,2018,backtracking and constraint programing,"<p>so I just went through a short course of constraint programing, and the first test is to write a program to :
Aim: find an assignments of colours to zones s.t. no
two adjacent zones are coloured with the same colour (image inserted)<a href=""https://i.stack.imgur.com/sfIGP.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/sfIGP.png"" alt=""enter image description here""></a></p>

<p>this is a cpp code I came up with to solve the problem, but unfortunately it does not solve the problem, I have run the code through the debugger but I understood how challending is it to debug recursive codes..can someone take a peek and help me out?</p>

<pre><code> #include &lt;iostream&gt;
    #include &lt;vector&gt;
    #include &lt;string&gt;
    #include &lt;stdio.h&gt;


    enum Colours{red,green,blue,yellow};
    static int count = 0;
    class Zones
    {
     int side1;
        int side2;
     int side3;
     int side4;
     Colours colour;
     public : std::vector&lt;int&gt; sides;
     public : std::string name;
     public :
     Zones(){}
     Zones(int s1, int s2, int s3, int s4, std::string nm)
     {
        side1=s1;
        side2=s2;
        side3=s3;
        side4=s4;
        sides.push_back(s1);
        sides.push_back(s2);
        sides.push_back(s3);
        sides.push_back(s4);
        name= nm;
    }

    Zones(int s1, int s2, int s3, std::string nm)
    {
        side1=s1;
        side2=s2;
        side3=s3;
        sides.push_back(s1);
        sides.push_back(s2);
        sides.push_back(s3);
        name= nm;
    }

     void setZoneColour(Colours colour)
    {
        this-&gt;colour = colour;
    }

    Colours getZoneColour()
    {
        return this-&gt;colour;
    }
   };

    void mapColouring( std::vector&lt;Colours&gt;colVec, std::vector&lt;Zones&gt; zSolVec,    std::vector&lt;Zones&gt; zVec);

   int main(int argc, char **argv)
   {
     Zones z1(2,3,4,5,""z1"");
    Zones z2(1,3,4,5,""z2"");
    Zones z3(1,2,4,""z3"");
    Zones z4(1,2,3,5,""z4"");
    Zones z5(1,2,4,""z5"");

    std::vector&lt;Zones&gt; solVec;
    std::vector&lt;Zones&gt; zVec;
    zVec.push_back(z1);
    zVec.push_back(z2);
    zVec.push_back(z3);
    zVec.push_back(z4);
    zVec.push_back(z5);

    std::vector&lt;Colours&gt; shades;
    shades.push_back(red);
    shades.push_back(green);
    shades.push_back(blue);
    shades.push_back(yellow);

    mapColouring(shades,solVec,zVec);
    return 0;
   }

     void mapColouring( std::vector&lt;Colours&gt;colVec, std::vector&lt;Zones&gt; zSolVec, std::vector&lt;Zones&gt; zVec)
     {
      if(zSolVec.capacity() == 5)
      {
        //possible solution found, print it
        count++;
        //std::cout&lt;&lt;""we got here\n"";

        std::cout&lt;&lt;std::endl&lt;&lt;count&lt;&lt;"")"";
        for(Zones z : zSolVec)
        {
            std::cout&lt;&lt;z.name&lt;&lt;""-""&lt;&lt;z.getZoneColour()&lt;&lt;"" "";
        }
    }
    else
    {
        Zones curZone;
        if(!zVec.empty())
        {
             curZone=zVec.back();
             zVec.pop_back();
        }
        else return;

        for(Colours c : colVec)
        {
            curZone.setZoneColour(c);
            if(zSolVec.capacity()== 0)
            {
                std::vector&lt;Zones&gt; nzSolVec;
                nzSolVec.push_back(curZone);
                //zSolVec.push_back(curZone);
                //recurse
                mapColouring(colVec,nzSolVec,zVec);
            }
            else
            {
                //std::vector&lt;Zones&gt; :: iterator it;
                //Zones lastZone = zSolVec.back();

                bool sidematch = false;
                for(int i : zSolVec.back().sides)
                {
                    for(int j : curZone.sides)
                    {
                        if(i==j) sidematch = true;
                    }
                }
                if( (sidematch == true )&amp;&amp;  (zSolVec.back().getZoneColour() != curZone.getZoneColour()) )
                {
                    zSolVec.push_back(curZone);
                    //recurse
                    mapColouring(colVec,zSolVec,zVec);

                }
                else if(sidematch == false &amp;&amp; (zSolVec.back().name != curZone.name) )
                {
                    zSolVec.push_back(curZone);
                    //recurse
                    mapColouring(colVec,zSolVec,zVec);
                }
                else if((sidematch == true) &amp;&amp; (zSolVec.back().getZoneColour() == curZone.getZoneColour()))
                {
                    //branch end
                    return ;
                }
            }
        }
    }
}
</code></pre>
",0
48047143,1/1/2018,2018,Setting background in Angular2 with encapsulation set as none,"<p>I'm trying to set an image to the background of an entire page the following way:</p>

<p>app.component.html</p>

<pre><code>&lt;div [ngStyle]=""{'background-image': 'url(' + somePhoto + ')'}""&gt;
  &lt;h1&gt;
    Hello, world
  &lt;/h1&gt;
&lt;/div&gt;
</code></pre>

<p>app.component.ts (note: encapsulation set to none)</p>

<pre><code>import { Component, ViewEncapsulation } from '@angular/core';
import { OnInit } from '@angular/core/src/metadata/lifecycle_hooks';

@Component({
  selector: 'app-root',
  templateUrl: './app.component.html',
  styleUrls: ['./app.component.css'],
  encapsulation: ViewEncapsulation.None
})
export class AppComponent implements OnInit {
  constructor() { }

  ngOnInit(): void {
    console.log('hello, world');
  }
}
</code></pre>

<p>app.component.css</p>

<pre><code>body {
   background-repeat: no-repeat;
   background-size: cover;
   background-position: center center;
   background-attachment: fixed;
 }
</code></pre>

<p>The problem is, when using [ngStyle] the image only covers the header portion of the page.</p>

<p>If instead of ngStyle, I select the body directly with something like:</p>

<pre><code> document.body.style.backgroundImage = 'url(someimage.jpg)';
</code></pre>

<p>The image covers the entire page, which is what I want to happen. But I've been told selecting the body directly is bad practice.</p>

<p>How can I get [ngStyle] (or anything else) to create a background image that covers an entire page?</p>

<p>Thanks</p>
",0
48047145,1/1/2018,2018,Mongoose findOneAndUpdate on array of subdocuments,"<p>I'm trying to replace an array of sub-documents with a new copy of the array.</p>

<p>Something like...</p>

<pre><code>var products = productUrlsData;   //new array of documents

var srid = the_correct_id;

StoreRequest.findOneAndUpdate({_id: srid}, {$set: {products: products}}, {returnNewDocument : true}).then(function(sr) {
        return res.json({ sr: sr});  //is not modified
}).catch(function(err) {
        return res.json({err: err});
})
</code></pre>

<p>The products var has the correct modifications, but the returned object, as well as the document in the db, are not being modified. Is this not the correct way to replace a field which is an array of subdocuments? If not, what is?</p>
",0
48047146,1/1/2018,2018,How do I convert a &#39;\x&#39;-escaped string into a list of the corresponding individual characters?,"<p>I have strings of ASCII characters represented like this:</p>

<pre><code>'\\xaa\\xaa\\x02\\xba\\x04A\\xaa\\xaa\\x02\\xbc\\x05&gt;\\xaa\\xaa\\x04\\x80\\x02\\xf8\\x00\\x85\\xaa\\xaa\\x04\\x80\\x02\\xf8'
</code></pre>

<p>I would like to convert these strings to lists where each element of the list is an ASCII character, and the order and values of the characters are conserved from the original string:</p>

<pre><code>['\xaa', '\xaa', '\x02', '\xba', '\x04', 'A', '\xaa', '\xaa', '\x02', '\xbc', '\x05', '&gt;', '\xaa', '\xaa', '\x04', '\x80', '\x02', '\xf8', '\x00', '\x85', '\xaa', '\xaa', '\x04', '\x80', '\x02', '\xf8']
</code></pre>

<p>This wouldn't be too difficult if every character was in the form <code>\xa0</code> (representing a hex byte), but sometimes ASCII escape characters such as <code>\n</code> newline and <code>\\</code> backslash are included. This throws off the converter method I wrote.</p>

<p>Is there a simple built-in function that can do what I desire? Or is there some package I can download? Or does someone have a simple code solution?</p>
",1
48047147,1/1/2018,2018,regex match numbers that contain spaces but cannot be all spaces?,"<p>i'm writing a python regex code to test if a string may be numbers. i wrote follows:</p>

<pre><code>import regex as re
re.match('(([-\s]*)([\d\s,]+)(\.?)([\d\s]*)(%?))',' - 1, 00 0.0 0 %')
</code></pre>

<p>this one works. but how to make this example string(<code>'.01'</code>or <code>.01</code>) not matched? i.e. how to make the pattern matches the string that contains any digits,<code>,</code>,<code>.</code>,space and <code>%</code>, but not matches the one that contents before <code>.</code> are only spaces or nothing.</p>
",1
48047155,1/1/2018,2018,Decrypting strings from node.js in Java?,"<p>I have the following simple encryption code running in node.js:</p>

<pre><code>var crypto = require('crypto');

var encKey = ""FOO""; // Not the real key. Assume it works though.

var encrypt = function(str) {
  var cipher = crypto.createCipher('aes-256-cbc', encKey);
  var crypted = cipher.update(str, 'utf-8', 'hex');
  crypted += cipher.final('hex');
  return crypted;
};
</code></pre>

<p>Which I can also decrypt as below:</p>

<pre><code>var crypto = require('crypto');

var encKey = ""FOO""; // Not the real key. Assume it works though.

var decrypt = function(str) {
  var decipher = crypto.createDecipher('aes-256-cbc', encKey);
  var decrypted = decipher.update(str, 'hex', 'utf-8');
  decrypted += decipher.final('utf-8');
  return decrypted;
};
</code></pre>

<p>This all works fine. Strings are encrypting and decrypting as expected. But now I am faced with task of decrypting encrypted strings from this node.js code, in Java. And that is where things are going wrong and I am not sure why.</p>

<p>For decryption, My Java code looks like this:</p>

<pre><code>import javax.crypto.Cipher;
import javax.crypto.spec.SecretKeySpec;

import java.security.MessageDigest;
import java.util.Arrays;

private static final String encKey = ""FOO"";
private static SecretKeySpec secretKey;
private static byte[] key;

public static String decrypt(String str) throws Exception {
  String hexDecodedStr = new String(Hex.decodeHex(str.toCharArray()));
  setKey(encKey);
  Cipher cipher = Cipher.getInstance(""AES/ECB/PKCS5Padding"");
  cipher.init(Cipher.DECRYPT_MODE, secretKey);
  return new String(cipher.doFinal(hexDecodedStr.getBytes()));
}

private static void setKey(String myKey) throws Exception {
  MessageDigest sha = null;
  try {
    key = myKey.getBytes(""UTF-8"");
    sha = MessageDigest.getInstance(""SHA-1"");
    key = sha.digest(key);
    key = Arrays.copyOf(key, 16); 
    secretKey = new SecretKeySpec(key, ""AES"");
  } 
  catch (Exception e) {
    throw e;
  } 
}
</code></pre>

<p>And it doesn't work. It seems like no matter what I try, I end up with some exception on the cipher.doFinal() call, or the String I get back is totally wrong. I know the node.js code is using aes-256-cbc, while the Java code is using AES/ECB/PKCS5Padding instead of AES/CBC/PKCS5Padding, but when I tried to use AES/CBC/PKCS5Padding, it was requiring an InitVector which I didn't have in node.js so I was unsure of how to proceed. Is node making an InitVector under the hood if not provided with one? Am I missing something totally obvious?</p>
",0
48047160,1/1/2018,2018,python regular expression findall can not match correctly,"<pre><code>re.findall(""\[M(\+\d)?\](\d)?\+"", u'[2][M]+[2][M]2+')
</code></pre>

<p>I want to match '[M]+' and '[M]2+'<br>
but the result is<br></p>

<pre><code>[('', ''), ('', '2')]
</code></pre>
",1
48047167,1/1/2018,2018,Hyperlinked and creating a HTML Page that is nested in a table,"<p>So I have a html table that is automatically generated after passing a query to my database. I want to create a hyperlink within my html table to a page that will pull more detailed information from a Second Table.</p>

<p>I was thinking of using the Tablecell creator that pulls from the First Table, and modifying so that it would encompass the table's contents with hyperlink tags. I was thinking it would look like this.</p>

<pre><code>foreach(new TableRow(new AutoArrayMaker($stmt-&gt;fetchAll()) as $rowend =&gt; $row){
    echo &lt;a href = ""the reusable HTML Page""&gt;;
    echo $row;
    echo &lt;/a&gt;;
}
</code></pre>

<p>Is my idea sound from a coding standpoint?</p>
",0
48047170,1/1/2018,2018,Firebase save query.addValueEventListener data globally,"<p>I want to save the data I retrieved from the query to global class variables e.g .<code>RoomType</code> but when it exists <code>query.addValueEventListener</code>'s scope the data is never saved. When I perform <code>Log.w(""Value"", "" value is ""+ RoomType );</code> within its scope it outputs the data retrieved. How would I save those data globally?</p>

<p>Here is my code:</p>

<pre><code>public class DatabaseManager {


public static String RoomName, RoomType, BuildingName;
static int RoomLevel;
public  Double RoomLat, RoomLang ;




//connecting to Firebase database by creating database reference
private static FirebaseDatabase mDatabase;

public static FirebaseDatabase getDatabase() {
    if (mDatabase == null) {
        //Retrieving an instance of the database
        mDatabase = FirebaseDatabase.getInstance();

        //Enabling database for offline use for events where there is no internet connection
        mDatabase.setPersistenceEnabled(true);

    }
    return mDatabase;
}




public  void getresults(DatabaseReference myref, String data){
    Query query=  myref.child(""rooms"").orderByChild(""RoomName"").equalTo(data);
    query.addValueEventListener(new ValueEventListener() {
        @Override
        public void onDataChange(DataSnapshot dataSnapshot) {
            if (dataSnapshot.exists()) {




                for (DataSnapshot Node : dataSnapshot.getChildren()) {



                    RoomType = Node.child(""RoomType"").getValue().toString();
                    BuildingName = Node.child(""BuildingName"").getValue().toString();
                    RoomLevel = Node.child(""RoomLevel"").getValue(Integer.class);
                    RoomLat = Node.child(""RoomLat"").getValue(Double.class);
                    RoomLang = Node.child(""RoomLang"").getValue(Double.class);


                }

            }

            Log.w(""Value"", "" value is ""+ RoomType );
        }

        @Override
        public void onCancelled(DatabaseError databaseError) {

        }


    });

    Log.w(""Value at end "", "" value is ""+ RoomType );


}


}
</code></pre>
",0
48047170,1/1/2018,2018,Firebase save query.addValueEventListener data globally,"<p>I want to save the data I retrieved from the query to global class variables e.g .<code>RoomType</code> but when it exists <code>query.addValueEventListener</code>'s scope the data is never saved. When I perform <code>Log.w(""Value"", "" value is ""+ RoomType );</code> within its scope it outputs the data retrieved. How would I save those data globally?</p>

<p>Here is my code:</p>

<pre><code>public class DatabaseManager {


public static String RoomName, RoomType, BuildingName;
static int RoomLevel;
public  Double RoomLat, RoomLang ;




//connecting to Firebase database by creating database reference
private static FirebaseDatabase mDatabase;

public static FirebaseDatabase getDatabase() {
    if (mDatabase == null) {
        //Retrieving an instance of the database
        mDatabase = FirebaseDatabase.getInstance();

        //Enabling database for offline use for events where there is no internet connection
        mDatabase.setPersistenceEnabled(true);

    }
    return mDatabase;
}




public  void getresults(DatabaseReference myref, String data){
    Query query=  myref.child(""rooms"").orderByChild(""RoomName"").equalTo(data);
    query.addValueEventListener(new ValueEventListener() {
        @Override
        public void onDataChange(DataSnapshot dataSnapshot) {
            if (dataSnapshot.exists()) {




                for (DataSnapshot Node : dataSnapshot.getChildren()) {



                    RoomType = Node.child(""RoomType"").getValue().toString();
                    BuildingName = Node.child(""BuildingName"").getValue().toString();
                    RoomLevel = Node.child(""RoomLevel"").getValue(Integer.class);
                    RoomLat = Node.child(""RoomLat"").getValue(Double.class);
                    RoomLang = Node.child(""RoomLang"").getValue(Double.class);


                }

            }

            Log.w(""Value"", "" value is ""+ RoomType );
        }

        @Override
        public void onCancelled(DatabaseError databaseError) {

        }


    });

    Log.w(""Value at end "", "" value is ""+ RoomType );


}


}
</code></pre>
",0
48047184,1/1/2018,2018,How Can I Install PyQT4 alongside PyQT5 with anaconda?,"<p>I'm using pyqt5 for long time as it comes with anaconda pre-installed , but Heard somewhere that PyQt4 contains a GPL Exception but PyQT5 doesn't so I want use pyqt4</p>
",1
48047191,1/1/2018,2018,Target pattern content no %. stop at line 207 in Qt Linux,"<p>I am getting this error while creating a project in QT. How can i solve it?</p>

<p>This is my line where i am getting error </p>

<blockquote>
  <p>../Error\ in\ \
  Util.asciify(build-untitled2-Desktop_Qt_5_4_2_GCC_64bit-Debug):\
  TypeError:\ Result\ of\ expression\ 'Util.asciify'\ [undefined]\ is\
  not\ a\ function./Makefile: ../untitled2/untitled2.pro
  ../Qt5.4.2/5.4/gcc_64/mkspecs/linux-g++/qmake.conf
  ../Qt5.4.2/5.4/gcc_64/mkspecs/features/spec_pre.prf \</p>
</blockquote>
",0
48047192,1/1/2018,2018,Apache POI read txt file as an excel file,"<p>Couldn't find many examples of this exact use case. Basically I have two directories, that should contain the same files, a mix of .xlsx files and .txt files. I have a bunch of code written that compares the .xlsx files fine and can also return the coordinates of any mismatches it finds (row, column). </p>

<p>My code seems to have a problem doing the same with a text file, I can open this fine manually via excel, it's a tab delimited text file. </p>

<p>It doesn't like when I try to convert it to an XSSFWorkbook, where File excelFile1 is my text file:</p>

<pre><code>FileInputStream controlFile = new FileInputStream(this.excelFile1);
XSSFWorkbook controlWorkBook = new XSSFWorkbook(controlFile);
</code></pre>

<p>The exception I get is:</p>

<pre><code>org.apache.poi.openxml4j.exceptions.NotOfficeXmlFileException: No valid entries or contents found, this is not a valid OOXML (Office Open XML) file
</code></pre>

<p>I imagine this is because it is a .txt file and not a .xlsx file? Is there any way around this without writing separate logic for text files? Is there a way to treat the .txt file the same way I would a .xlsx file?</p>

<p>Thanks!</p>
",0
48047213,1/1/2018,2018,Ajax Call returns status 0 in mvc,"<p>I am looking to post the data from my view to controller using ajax. But when i tried with the below code, ajax call always fires error with status code 0 and not passing the data to controller.</p>

<p>How can i modify my code to pass the data to controller. Any help appreciated thanks in advance.</p>

<p><strong>Submit Button Code</strong></p>

<pre><code> &lt;input class=""btn btn-success"" type=""submit"" value=""Submit"" onclick=""GetData();"" /&gt;                                                                                                                                              
</code></pre>

<p><strong>Ajax Call</strong></p>

<pre><code>   function GetData() {
        $.ajax({           
        url: '@Url.Action(""CaptureUserData"",""Home"")',
        data: {
            IdentityNo: ""1"", FullName: ""test"",Dob:""12"", Gender: ""m"", 
            PhoneNo: ""000"", PhoneNo1: ""000"",
            Email: ""ooo"", Category: ""000"", Password: ""000""
        }, 
        method: 'post',
        dataType: 'json',
        async: false,
        success: function (response) {
            alert('Success');
        },
        error: function (xhr, status, error) {                
            alert(xhr.status);
        }
    });
}
</code></pre>

<p><strong>Controller</strong></p>

<pre><code>  [HttpPost]
    public ActionResult CaptureUserData(string IdentityNo, string FullName, 
    string Dob,string Gender, string PhoneNo, string PhoneNo1,                                            string Email, string Category, string Password                                          )
    {

        return Json(new { IdentityNo = IdentityNo });
    }
</code></pre>
",0
48047220,1/1/2018,2018,"One color picker for multiple colors (background, foreground and text)","<p>I have a color picker that works as intended</p>

<p>HTML:</p>

<pre><code>&lt;input id=""cyan"" class=""colorPicker"" style=""vertical-align: middle;"" class=""grabbable"" type=""range"" min=""0"" max=""255"" step=""1"" value=""255""&gt;  
&lt;input id=""magenta"" class=""colorPicker"" style=""vertical-align: middle;"" class=""grabbable"" type=""range"" min=""0"" max=""255"" step=""1"" value=""255""&gt;  
&lt;input id=""yellow"" class=""colorPicker"" style=""vertical-align: middle;"" class=""grabbable"" type=""range"" min=""0"" max=""255"" step=""1"" value=""255""&gt;  
</code></pre>

<p>JavaScript:</p>

<pre><code>var colorPicker = document.getElementsByClassName( ""colorPicker"" );
for( var i = 0; i &lt; colorPicker.length; i++ )
{
  colorPicker[i].addEventListener( ""input"", function(){
    var cyan = document.getElementById( ""cyan"" ).value,
        magenta = document.getElementById( ""magenta"" ).value,
        yellow = document.getElementById( ""yellow"" ).value;

    document.body.style.backgroundColor = ""rgb("" + cyan + "", "" + magenta + "", "" + yellow + "")"";
    localStorage.setItem( ""cyan"", cyan );
    localStorage.setItem( ""magenta"", magenta );
    localStorage.setItem( ""yellow"", yellow );
  });
}
</code></pre>

<p>I want to be able to use the same one color picker on the screen, but have a radio button or drop down for selecting other color values to change.</p>

<p>Hope this is clear.  I am new to JavaScript and know it is powerful and flexible.  I just do not know how to make this happen.</p>

<p>Thanks.</p>
",0
48047220,1/1/2018,2018,"One color picker for multiple colors (background, foreground and text)","<p>I have a color picker that works as intended</p>

<p>HTML:</p>

<pre><code>&lt;input id=""cyan"" class=""colorPicker"" style=""vertical-align: middle;"" class=""grabbable"" type=""range"" min=""0"" max=""255"" step=""1"" value=""255""&gt;  
&lt;input id=""magenta"" class=""colorPicker"" style=""vertical-align: middle;"" class=""grabbable"" type=""range"" min=""0"" max=""255"" step=""1"" value=""255""&gt;  
&lt;input id=""yellow"" class=""colorPicker"" style=""vertical-align: middle;"" class=""grabbable"" type=""range"" min=""0"" max=""255"" step=""1"" value=""255""&gt;  
</code></pre>

<p>JavaScript:</p>

<pre><code>var colorPicker = document.getElementsByClassName( ""colorPicker"" );
for( var i = 0; i &lt; colorPicker.length; i++ )
{
  colorPicker[i].addEventListener( ""input"", function(){
    var cyan = document.getElementById( ""cyan"" ).value,
        magenta = document.getElementById( ""magenta"" ).value,
        yellow = document.getElementById( ""yellow"" ).value;

    document.body.style.backgroundColor = ""rgb("" + cyan + "", "" + magenta + "", "" + yellow + "")"";
    localStorage.setItem( ""cyan"", cyan );
    localStorage.setItem( ""magenta"", magenta );
    localStorage.setItem( ""yellow"", yellow );
  });
}
</code></pre>

<p>I want to be able to use the same one color picker on the screen, but have a radio button or drop down for selecting other color values to change.</p>

<p>Hope this is clear.  I am new to JavaScript and know it is powerful and flexible.  I just do not know how to make this happen.</p>

<p>Thanks.</p>
",0
48047224,1/1/2018,2018,Add the attribute to specific XML tag C#,"<p>I have XML like below         </p>

<pre><code>        &lt;RESPONSE&gt;
            &lt;DATA id=""1""/&gt;
            &lt;DATA id=""2""/&gt;
            &lt;DATA id=""3""/&gt;
            &lt;DATA id=""4""/&gt;
        &lt;/RESPONSE&gt;
</code></pre>

<p>How to add the attribute <code>value = 200</code> where the <code>DATA id =2</code> .</p>

<p>Finally I am looking for XML like below</p>

<pre><code>        &lt;RESPONSE&gt;
            &lt;DATA id=""1""/&gt;
            &lt;DATA id=""2"" value = ""200""/&gt;
            &lt;DATA id=""3""/&gt;
            &lt;DATA id=""4""/&gt;
        &lt;/RESPONSE&gt;
</code></pre>

<p>Thanks in Advance :)</p>
",0
